year,date,speaker,text
1972.0,1/20/72,Richard M. Nixon,"As is customary here, on this occasion, I have been talking about programs."
1972.0,1/20/72,Richard M. Nixon,Programs are important.
1972.0,1/20/72,Richard M. Nixon,"But even more important than programs is what we are as a Nation--what we mean as a Nation, to ourselves and to the world."
1972.0,1/20/72,Richard M. Nixon,"In New York Harbor stands one of the most famous statues in the world--the Statue of Liberty, the gift in 1886 of the people of France to the people of the United States."
1972.0,1/20/72,Richard M. Nixon,This statue is more than a landmark; it is a symbol--a symbol of what America has meant to the world.
1972.0,1/20/72,Richard M. Nixon,"It reminds us that what America has meant is not its wealth, and not its power, but its spirit and purpose--a land that enshrines liberty and opportunity, and that has held out a hand of welcome to millions in search of a better and a fuller and, above all, a freer life."
1972.0,1/20/72,Richard M. Nixon,"The world's hopes poured into America, along with its people."
1972.0,1/20/72,Richard M. Nixon,"And those hopes, those dreams, that have been brought here from every corner of the world, have become a part of the hope that we now hold out to the world."
1972.0,1/20/72,Richard M. Nixon,"Four years from now, America will celebrate the 200th anniversary of its founding as a Nation."
1972.0,1/20/72,Richard M. Nixon,"There are those who say that the old Spirit of '76 is dead--that we no longer have the strength of character, the idealism, the faith in our founding purposes that that spirit represents."
1972.0,1/20/72,Richard M. Nixon,Those who say this do not know America.
1972.0,1/20/72,Richard M. Nixon,We have been undergoing self-doubts and self-criticism.
1972.0,1/20/72,Richard M. Nixon,"But these are only the other side of our growing sensitivity to the persistence of want in the midst of plenty, of our impatience with the slowness with which age-old ills are being overcome."
1972.0,1/20/72,Richard M. Nixon,"If we were indifferent to the shortcomings of our society, or complacent about our institutions, or blind to the lingering inequities--then we would have lost our way."
1972.0,1/20/72,Richard M. Nixon,"But the fact that we have those concerns is evidence that our ideals, deep down, are still strong."
1972.0,1/20/72,Richard M. Nixon,"Indeed, they remind us that what is really best about America is its compassion."
1972.0,1/20/72,Richard M. Nixon,"They remind us that in the final analysis, America is great not because it is strong, not because it is rich, but because this is a good country."
1972.0,1/20/72,Richard M. Nixon,"Let us reject the narrow visions of those who would tell us that we are evil because we are not yet perfect, that we are corrupt because we are not yet pure, that all the sweat and toil and sacrifice that have gone into the building of America were for naught because the building is not yet done."
1972.0,1/20/72,Richard M. Nixon,"Let us see that the path we are traveling is wide, with room in it for all of us, and that its direction is toward a better Nation and a more peaceful world."
1972.0,1/20/72,Richard M. Nixon,Never has it mattered more that we go forward together.
1972.0,1/20/72,Richard M. Nixon,Look at this Chamber.
1972.0,1/20/72,Richard M. Nixon,"The leadership of America is here today--the Supreme Court, the Cabinet, the Senate, the House of Representatives."
1972.0,1/20/72,Richard M. Nixon,"Together, we hold the future of the Nation, and the conscience of the Nation in our hands."
1972.0,1/20/72,Richard M. Nixon,"Because this year is an election year, it will be a time of great pressure."
1972.0,1/20/72,Richard M. Nixon,"If we yield to that pressure and fail to deal seriously with the historic challenges that we face, we will have failed the trust of millions of Americans and shaken the confidence they have a right to place in us, in their Government."
1972.0,1/20/72,Richard M. Nixon,Never has a Congress had a greater opportunity to leave a legacy of a profound and constructive reform for the Nation than this Congress.
1972.0,1/20/72,Richard M. Nixon,"If we succeed in these tasks, there will be credit enough for all--not only for doing what is right, but doing it in the right way, by rising above partisan interest to serve the national interest."
1972.0,1/20/72,Richard M. Nixon,"And if we fail, more than any one of us, America will be the loser."
1972.0,1/20/72,Richard M. Nixon,"That is why my call upon the Congress today is for a high statesmanship, so that in the years to come Americans will look back and say because it withstood the intense pressures of a political year, and achieved such great good for the American people and for the future of this Nation, this was truly a great Congress."
1973.0,2/2/73,Richard M. Nixon,The traditional form of the President's annual report giving to the Congress Information of the State of the Union is a single message or address.
1973.0,2/2/73,Richard M. Nixon,"As the affairs and concerns of our Union have multiplied over the years, however, so too have the subjects that require discussion in State of the Union Messages."
1973.0,2/2/73,Richard M. Nixon,"This year in particular, with so many changes in Government programs under consideration--and with our very philosophy about the relationship between the individual and the State at an historic crossroads--a single, all-embracing State of the Union Message would not appear to be adequate."
1973.0,2/2/73,Richard M. Nixon,I have therefore decided to present my 1973 State of the Union report in the form of a series of messages during these early weeks of the 93rd Congress.
1973.0,2/2/73,Richard M. Nixon,"The purpose of this first message in the series is to give a concise overview of where we stand as a people today, and to outline some of the general goals that I believe we should pursue over the next year and beyond."
1973.0,2/2/73,Richard M. Nixon,"In coming weeks, I will send to the Congress further State of the Union reports on specific areas of policy including economic affairs, natural resources, human resources, community development and foreign and defense policy."
1973.0,2/2/73,Richard M. Nixon,"The new course these messages will outline represents a fresh approach to Government: an approach that addresses the realities of the 1970s, not those of the 1930s or of the 1960s."
1973.0,2/2/73,Richard M. Nixon,"The role of the Federal Government as we approach our third century of independence should not be to dominate any facet of American life, but rather to aid and encourage people, communities and institutions to deal with as many of the difficulties and challenges facing them as possible, and to help see to it that every American has a full and equal opportunity to realize his or her potential."
1973.0,2/2/73,Richard M. Nixon,"If we were to continue to expand the Federal Government at the rate of the past several decades, it soon would consume us entirely."
1973.0,2/2/73,Richard M. Nixon,The time has come when we must make clear choices-- choices between old programs that set worthy goals but failed to reach them and new programs that provide a better way to realize those goals;
1973.0,2/2/73,Richard M. Nixon,"and choices, too, between competing programs--all of which may be desirable in themselves but only some of which we can afford with the finite resources at our command."
1973.0,2/2/73,Richard M. Nixon,"Because our resources are not infinite, we also face a critical choice in 1973 between holding the line in Government spending and adopting expensive programs which will surely force up taxes and refuel inflation."
1973.0,2/2/73,Richard M. Nixon,"Finally, it is vital at this time that we restore a greater sense of responsibility at the State and local level, and among individual Americans."
1973.0,2/2/73,Richard M. Nixon,"WHERE WE STAND: The basic state of our Union today is sound, and full of promise."
1973.0,2/2/73,Richard M. Nixon,"We enter 1973 economically strong, militarily secure and, most important of all, at peace after a long and trying war."
1973.0,2/2/73,Richard M. Nixon,America continues to provide a better and more abundant life for more of its people than any other nation in the world.
1973.0,2/2/73,Richard M. Nixon,We have passed through one of the most difficult periods in our history without surrendering to despair and without dishonoring our ideals as a people.
1973.0,2/2/73,Richard M. Nixon,"Looking back, there is a lesson in all this for all of us."
1973.0,2/2/73,Richard M. Nixon,The lesson is one that we sometimes had to learn the hard way over the past few years.
1973.0,2/2/73,Richard M. Nixon,But we did learn it.
1973.0,2/2/73,Richard M. Nixon,"That lesson is that even potentially destructive forces can be converted into positive forces when we know how to channel them, and when we use common sense and common decency to create a climate of mutual respect and goodwill."
1973.0,2/2/73,Richard M. Nixon,"By working together and harnessing the forces of nature, Americans have unlocked some of the great mysteries of the universe."
1973.0,2/2/73,Richard M. Nixon,Men have walked the surface of the moon and soared to new heights of discovery.
1973.0,2/2/73,Richard M. Nixon,This same spirit of discovery is helping us to conquer disease and suffering that have plagued our own planet since the dawn of time.
1973.0,2/2/73,Richard M. Nixon,"By working together with the leaders of other nations, we have been able to build a new hope for lasting peace--for a structure of world order in which common interest outweighs old animosities, and in which a new generation of the human family can grow up at peace in a changing world."
1973.0,2/2/73,Richard M. Nixon,"At home, we have learned that by working together we can create prosperity without fanning inflation; we can restore order without weakening freedom."
1973.0,2/2/73,Richard M. Nixon,THE CHALLENGES WE FACE: These first years of the 1970s have been good years for America.
1973.0,2/2/73,Richard M. Nixon,Our job--all of us together--is to make 1973 and the years to come even better ones.
1973.0,2/2/73,Richard M. Nixon,I believe that we can.
1973.0,2/2/73,Richard M. Nixon,I believe that we can make the years leading to our Bicentennial the best four years in American history.
1973.0,2/2/73,Richard M. Nixon,But we must never forget that nothing worthwhile can be achieved without the will to succeed and the strength to sacrifice.
1973.0,2/2/73,Richard M. Nixon,"Hard decisions must be made, and we must stick by them."
1973.0,2/2/73,Richard M. Nixon,"In the field of foreign policy, we must remember that a strong America--an America whose word is believed and whose strength is respected--is essential to continued peace and understanding in the world."
1973.0,2/2/73,Richard M. Nixon,The peace with honor we have achieved in Vietnam has strengthened this basic American credibility.
1973.0,2/2/73,Richard M. Nixon,"We must act in such a way in coming years that this credibility will remain intact, and with it, the world stability of which it is so indispensable a part."
1973.0,2/2/73,Richard M. Nixon,"At home, we must reject the mistaken notion--a notion that has dominated too much of the public dialogue for too long--that ever bigger Government is the answer to every problem."
1973.0,2/2/73,Richard M. Nixon,We have learned only too well that heavy taxation and excessive Government spending are not a cure-all.
1973.0,2/2/73,Richard M. Nixon,"In too many cases, instead of solving the problems they were aimed at, they have merely placed an ever heavier burden on the shoulders of the American taxpayer, in the form of higher taxes and a higher cost of living."
1973.0,2/2/73,Richard M. Nixon,"At the same time they have deceived our people because many of the intended beneficiaries received far less than was promised, thus undermining public faith in the effectiveness of Government as a whole."
1973.0,2/2/73,Richard M. Nixon,The time has come for us to draw the line.
1973.0,2/2/73,Richard M. Nixon,The time has come for the responsible leaders of both political parties to take a stand against overgrown Government and for the American taxpayer.
1973.0,2/2/73,Richard M. Nixon,"We are not spending the Federal Government's money, we are spending the taxpayer's money, and it must be spent in a way which guarantees his money's worth and yields the fullest possible benefit to the people being helped."
1973.0,2/2/73,Richard M. Nixon,The answer to many of the domestic problems we face is not higher taxes and more spending.
1973.0,2/2/73,Richard M. Nixon,"It is less waste, more results and greater freedom for the individual American to earn a rightful place in his own community--and for States and localities to address their own needs in their own ways, in the light of their own priorities."
1973.0,2/2/73,Richard M. Nixon,"to excessive Federal spending and higher taxes, we can help achieve this goal."
1973.0,2/2/73,Richard M. Nixon,"COMING MESSAGES: The policies which I will outline to the Congress in the weeks ahead represent a reaffirmation, not an abdication, of Federal responsibility."
1973.0,2/2/73,Richard M. Nixon,"They represent a pragmatic rededication to social compassion and national excellence, in place of the combination of good intentions and fuzzy follow-through which too often in the past was thought sufficient."
1973.0,2/2/73,Richard M. Nixon,"In the field of economic affairs, our objectives will be to hold down taxes, to continue controlling inflation, to promote economic growth, to increase productivity, to encourage foreign trade, to keep farm income high, to bolster small business, and to promote better labor-management relations."
1973.0,2/2/73,Richard M. Nixon,"In the area of natural resources, my recommendations will include programs to preserve and enhance the environment, to advance science and technology, and to assure balanced use of our irreplaceable natural resources."
1973.0,2/2/73,Richard M. Nixon,"In developing human resources, I will have recommendations to advance the Nation's health and education, to improve conditions of people in need, to carry forward our increasingly successful attacks on crime, drug abuse and injustice, and to deal with such important areas of special concern as consumer affairs."
1973.0,2/2/73,Richard M. Nixon,We will continue and improve our Nation's efforts to assist those who have served in the Armed Services in Vietnam through better job and training opportunities.
1973.0,2/2/73,Richard M. Nixon,"We must do a better job in community development--in creating more livable communities, in which all of our children can grow up with fuller access to opportunity and greater immunity to the social evils and blights which now plague so many of our towns and cities."
1973.0,2/2/73,Richard M. Nixon,I shall have proposals to help us achieve this.
1973.0,2/2/73,Richard M. Nixon,"I shall also deal with our defense and foreign policies, and with our new approaches to the role and structure of Government itself."
1973.0,2/2/73,Richard M. Nixon,"Considered as a whole, this series of messages will be a blueprint for modernizing the concept and the functions of American Government to meet the needs of our people."
1973.0,2/2/73,Richard M. Nixon,"Converting it into reality will require a spirit of cooperation and shared commitment on the part of all branches of the Government, for the goals we seek are not those of any single party or faction, they are goals for the betterment of all Americans."
1973.0,2/2/73,Richard M. Nixon,"As President, I recognize that I cannot do this job alone."
1973.0,2/2/73,Richard M. Nixon,"The Congress must help, and I pledge to do my part to achieve a constructive working relationship with the Congress."
1973.0,2/2/73,Richard M. Nixon,My sincere hope is that the executive and legislative branches can work together in this great undertaking in a positive spirit of mutual respect and cooperation.
1973.0,2/2/73,Richard M. Nixon,"Working together--the Congress, the President and the people-- I am confident that we can translate these proposals into an action program that can reform and revitalize American Government and, even more important, build a better life for all Americans."
1974.0,1/30/74,Richard M. Nixon,We meet here tonight at a time of great challenge and great opportunities for America.
1974.0,1/30/74,Richard M. Nixon,We meet at a time when we face great problems at home and abroad that will test the strength of our fiber as a nation.
1974.0,1/30/74,Richard M. Nixon,"But we also meet at a time when that fiber has been tested, and it has proved strong."
1974.0,1/30/74,Richard M. Nixon,"America is a great and good land, and we are a great and good land because we are a strong, free, creative people and because America is the single greatest force for peace anywhere in the world."
1974.0,1/30/74,Richard M. Nixon,"Today, as always in our history, we can base our confidence in what the American people will achieve in the future on the record of what the American people have achieved in the past."
1974.0,1/30/74,Richard M. Nixon,"Tonight, for the first time in 12 years, a President of the United States can report to the Congress on the state of a Union at peace with every nation of the world."
1974.0,1/30/74,Richard M. Nixon,"Because of this, in the 22,000-word message on the state of the Union that I have just handed to the Speaker of the House and the President of the Senate, I have been able to deal primarily with the problems of peace--with what we can do here at home in America for the American people--rather than with the problems of war."
1974.0,1/30/74,Richard M. Nixon,The measures I have outlined in this message set an agenda for truly significant progress for this Nation and the world in 1974.
1974.0,1/30/74,Richard M. Nixon,"Before we chart where we are going, let us see how far we have come."
1974.0,1/30/74,Richard M. Nixon,It was 5 years ago on the steps of this Capitol that I took the oath of office as your President.
1974.0,1/30/74,Richard M. Nixon,"In those 5 years, because of the initiatives undertaken by this Administration, the world has changed."
1974.0,1/30/74,Richard M. Nixon,America has changed.
1974.0,1/30/74,Richard M. Nixon,"As a result of those changes, America is safer today, more prosperous today, with greater opportunity for more of its people than ever before in our history."
1974.0,1/30/74,Richard M. Nixon,"Five years ago, America was at war in Southeast Asia."
1974.0,1/30/74,Richard M. Nixon,We were locked in confrontation with the Soviet Union.
1974.0,1/30/74,Richard M. Nixon,We were in hostile isolation from a quarter of the world's people who lived in Mainland China.
1974.0,1/30/74,Richard M. Nixon,"Five years ago, our cities were burning and besieged."
1974.0,1/30/74,Richard M. Nixon,"Five years ago, our college campuses were a battleground."
1974.0,1/30/74,Richard M. Nixon,"Five years ago, crime was increasing at a rate that struck fear across the Nation."
1974.0,1/30/74,Richard M. Nixon,"Five years ago, the spiraling rise in drug addiction was threatening human and social tragedy of massive proportion, and there was no program to deal with it."
1974.0,1/30/74,Richard M. Nixon,Five years ago--as young Americans had done for a generation before that--America's youth still lived under the shadow of the military draft.
1974.0,1/30/74,Richard M. Nixon,"Five years ago, there was no national program to preserve our environment."
1974.0,1/30/74,Richard M. Nixon,"Day by day, our air was getting dirtier, our water was getting more foul."
1974.0,1/30/74,Richard M. Nixon,"And 5 years ago, American agriculture was practically a depressed industry with 100,000 farm families abandoning the farm every year."
1974.0,1/30/74,Richard M. Nixon,"As we look at America today, we find ourselves challenged by new problems."
1974.0,1/30/74,Richard M. Nixon,But we also find a record of progress to confound the professional criers of doom and prophets of despair.
1974.0,1/30/74,Richard M. Nixon,"We met the challenges we faced 5 years ago, and we will be equally confident of meeting those that we face today."
1974.0,1/30/74,Richard M. Nixon,Let us see for a moment how we have met them.
1974.0,1/30/74,Richard M. Nixon,"After more than 10 years of military involvement, all of our troops have returned from Southeast Asia, and they have returned with honor."
1974.0,1/30/74,Richard M. Nixon,"And we can be proud of the fact that our courageous prisoners of war, for whom a dinner was held in Washington tonight, that they came home with their heads high, on their feet and not on their knees."
1974.0,1/30/74,Richard M. Nixon,"In our relations with the Soviet Union, we have turned away from a policy of confrontation to one of negotiation."
1974.0,1/30/74,Richard M. Nixon,"For the first time since World War II, the world's two strongest powers are working together toward peace in the world."
1974.0,1/30/74,Richard M. Nixon,"With the People's Republic of China after a generation of hostile isolation, we have begun a period of peaceful exchange and expanding trade."
1974.0,1/30/74,Richard M. Nixon,"Peace has returned to our cities, to our campuses."
1974.0,1/30/74,Richard M. Nixon,The 17-year rise in crime has been stopped.
1974.0,1/30/74,Richard M. Nixon,We can confidently say today that we are finally beginning to win the war against crime.
1974.0,1/30/74,Richard M. Nixon,Right here in this Nation's Capital--which a few years ago was threatening to become the crime capital of the world--the rate in crime has been cut in half.
1974.0,1/30/74,Richard M. Nixon,A massive campaign against drug abuse has been organized.
1974.0,1/30/74,Richard M. Nixon,"And the rate of new heroin addiction, the most vicious threat of all, is decreasing rather than increasing."
1974.0,1/30/74,Richard M. Nixon,"For the first time in a generation, no young Americans are being drafted into the armed services of the United States."
1974.0,1/30/74,Richard M. Nixon,"And for the first time ever, we have organized a massive national effort to protect the environment."
1974.0,1/30/74,Richard M. Nixon,"Our air is getting cleaner, our water is getting purer, and our agriculture, which was depressed, is prospering."
1974.0,1/30/74,Richard M. Nixon,"Farm income is up 70 percent, farm production is setting all time records, and the billions of dollars the taxpayers were paying in subsidies has been cut to nearly zero."
1974.0,1/30/74,Richard M. Nixon,"Overall, Americans are living more abundantly than ever before, today."
1974.0,1/30/74,Richard M. Nixon,More than 2 1/2 million new jobs were created in the past year alone.
1974.0,1/30/74,Richard M. Nixon,That is the biggest percentage increase in nearly 20 years.
1974.0,1/30/74,Richard M. Nixon,People are earning more.
1974.0,1/30/74,Richard M. Nixon,"What they earn buys more, more than ever before in history."
1974.0,1/30/74,Richard M. Nixon,"In the past 5 years, the average American's real spendable income--that is, what you really can buy with your income, even after allowing for taxes and inflation--has increased by 16 percent."
1974.0,1/30/74,Richard M. Nixon,"Despite this record of achievement, as we turn to the year ahead we hear once again the familiar voice of the perennial prophets of gloom telling us now that because of the need to fight inflation, because of the energy shortage, America may be headed for a recession."
1974.0,1/30/74,Richard M. Nixon,Let me speak to that issue head on.
1974.0,1/30/74,Richard M. Nixon,There will be no recession in the United States of America.
1974.0,1/30/74,Richard M. Nixon,"Primarily due to our energy crisis, our economy is passing through a difficult period."
1974.0,1/30/74,Richard M. Nixon,But I pledge to you tonight that the full powers of this Government will be used to keep America's economy producing and to protect the jobs of America's workers.
1974.0,1/30/74,Richard M. Nixon,We are engaged in a long and hard fight against inflation.
1974.0,1/30/74,Richard M. Nixon,"There have been, and there will be in the future, ups and downs in that fight."
1974.0,1/30/74,Richard M. Nixon,"But if this Congress cooperates in our efforts to hold down the cost of Government, we shall win our fight to hold down the cost of living for the American people."
1974.0,1/30/74,Richard M. Nixon,"As we look back over our history, the years that stand out as the ones of signal achievement are those in which the Administration and the Congress, whether one party or the other, working together, had the wisdom and the foresight to select those particular initiatives for which the Nation was ready and the moment was right--and in which they seized the moment and acted."
1974.0,1/30/74,Richard M. Nixon,"Looking at the year 1974 which lies before us, there are 10 key areas in which landmark accomplishments are possible this year in America."
1974.0,1/30/74,Richard M. Nixon,"If we make these our national agenda, this is what we will achieve in 1974: We will break the back of the energy crisis;"
1974.0,1/30/74,Richard M. Nixon,we will lay the foundation for our future capacity to meet America's energy needs from America's own resources.
1974.0,1/30/74,Richard M. Nixon,And we will take another giant stride toward lasting   peace in the world--not only by continuing our policy of negotiation rather than confrontation where the great powers are concerned but also by helping toward the achievement of a just and lasting settlement in the Middle East.
1974.0,1/30/74,Richard M. Nixon,"We will check the rise in prices without administering the harsh medicine of recession, and we will move the economy into a steady period of growth at a sustainable level."
1974.0,1/30/74,Richard M. Nixon,We will establish a new system that makes high-quality health care available to every American in a dignified manner and at a price he can afford.
1974.0,1/30/74,Richard M. Nixon,We will make our States and localities more responsive to the needs of their own citizens.
1974.0,1/30/74,Richard M. Nixon,We will make a crucial breakthrough toward better transportation in our towns and in our cities across America.
1974.0,1/30/74,Richard M. Nixon,"We will reform our system of Federal aid to education, to provide it when it is needed, where it is needed, so that it will do the most for those who need it the most."
1974.0,1/30/74,Richard M. Nixon,We will make an historic beginning on the task of defining and protecting the right of personal privacy   for every American.
1974.0,1/30/74,Richard M. Nixon,"And we will start on a new road toward reform of a welfare system that bleeds the taxpayer, corrodes the community, and demeans those it is intended to assist."
1974.0,1/30/74,Richard M. Nixon,"And together with the other nations of the world, we will establish the economic framework within which Americans will share more fully in an expanding   worldwide trade and prosperity in the years ahead, with more open access to both markets and supplies."
1974.0,1/30/74,Richard M. Nixon,"In all of the 186 State of the Union messages delivered from this place, in our history this is the first in which the one priority, the first priority, is energy."
1974.0,1/30/74,Richard M. Nixon,Let me begin by reporting a new development which I know will be welcome news to every American.
1974.0,1/30/74,Richard M. Nixon,"As you know, we have committed ourselves to an active role in helping to achieve a just and durable peace in the Middle East, on the basis of full implementation of Security Council Resolutions 242 and 338."
1974.0,1/30/74,Richard M. Nixon,The first step in the process is the disengagement of Egyptian and Israeli forces which is now taking place.
1974.0,1/30/74,Richard M. Nixon,"Because of this hopeful development, I can announce tonight that I have been assured, through my personal contacts with friendly leaders in the Middle Eastern area, that an urgent meeting will be called in the immediate future to discuss the lifting of the oil embargo."
1974.0,1/30/74,Richard M. Nixon,This is an encouraging sign.
1974.0,1/30/74,Richard M. Nixon,"However, it should be clearly understood by our friends in the Middle East that the United States will not be coerced on this issue."
1974.0,1/30/74,Richard M. Nixon,"Regardless of the outcome of this meeting, the cooperation of the American people in our energy conservation program has already gone a long way towards achieving a goal to which I am deeply dedicated."
1974.0,1/30/74,Richard M. Nixon,Let us do everything we can to avoid gasoline rationing in the United States of America.
1974.0,1/30/74,Richard M. Nixon,"Last week, I sent to the Congress a comprehensive special message setting forth our energy situation, recommending the legislative measures which are necessary to a program for meeting our needs."
1974.0,1/30/74,Richard M. Nixon,"If the embargo is lifted, this will ease the crisis, but it will not mean an end to the energy shortage in America."
1974.0,1/30/74,Richard M. Nixon,Voluntary conservation will continue to be necessary.
1974.0,1/30/74,Richard M. Nixon,And let me take this occasion to pay tribute once again to the splendid spirit of cooperation the American people have shown which has made possible our success in meeting this emergency up to this time.
1974.0,1/30/74,Richard M. Nixon,The new legislation I have requested will also remain necessary.
1974.0,1/30/74,Richard M. Nixon,"Therefore, I urge again that the energy measures that I have proposed be made the first priority of this session of the Congress."
1974.0,1/30/74,Richard M. Nixon,These measures will require the oil companies and other energy producers to provide the public with the necessary information on their supplies.
1974.0,1/30/74,Richard M. Nixon,They will prevent the injustice of windfall profits for a few as a result of the sacrifices of the millions of Americans.
1974.0,1/30/74,Richard M. Nixon,"And they will give us the organization, the incentives, the authorities needed to deal with the short-term emergency and to move toward meeting our long-term needs."
1974.0,1/30/74,Richard M. Nixon,"Just as 1970 was the year in which we began a full-scale effort to protect the environment, 1974 must be the year in which we organize a full-scale effort to provide for our energy needs, not only in this decade but through the 21st century."
1974.0,1/30/74,Richard M. Nixon,"As we move toward the celebration 2 years from now of the 200th anniversary of this Nation's independence, let us press vigorously on toward the goal I announced last November for Project Independence."
1974.0,1/30/74,Richard M. Nixon,"Let this be our national goal: At the end of this decade, in the year 1980, the United States will not be dependent on any other country for the energy we need to provide our jobs, to heat our homes, and to keep our transportation moving."
1974.0,1/30/74,Richard M. Nixon,"To indicate the size of the Government commitment, to spur energy research and development, we plan to spend $10 billion in Federal funds over the next 5 years."
1974.0,1/30/74,Richard M. Nixon,That is an enormous amount.
1974.0,1/30/74,Richard M. Nixon,"But during the same 5 years, private enterprise will be investing as much as $200 billion-- and in 10 years, $500 billion--to develop the new resources, the new technology, the new capacity America will require for its energy needs in the 1980's."
1974.0,1/30/74,Richard M. Nixon,That is just a measure of the magnitude of the project we are undertaking.
1974.0,1/30/74,Richard M. Nixon,But America performs best when called to its biggest tasks.
1974.0,1/30/74,Richard M. Nixon,"It can truly be said that only in America could a task so tremendous be achieved so quickly, and achieved not by regimentation, but through the effort and ingenuity of a free people, working in a free system."
1974.0,1/30/74,Richard M. Nixon,"Turning now to the rest of the agenda for 1974, the time is at hand this year to bring comprehensive, high quality health care within the reach of every American."
1974.0,1/30/74,Richard M. Nixon,"I shall propose a sweeping new program that will assure comprehensive health insurance protection to millions of Americans who cannot now obtain it or afford it, with vastly improved protection against catastrophic illnesses."
1974.0,1/30/74,Richard M. Nixon,This will be a plan that maintains the high standards of quality in America's health care.
1974.0,1/30/74,Richard M. Nixon,And it will not require additional taxes.
1974.0,1/30/74,Richard M. Nixon,"Now, I recognize that other plans have been put forward that would cost $80 billion or even $100 billion and that would put our whole health care system under the heavy hand of the Federal Government."
1974.0,1/30/74,Richard M. Nixon,This is the wrong approach.
1974.0,1/30/74,Richard M. Nixon,"This has been tried abroad, and it has failed."
1974.0,1/30/74,Richard M. Nixon,It is not the way we do things here in America.
1974.0,1/30/74,Richard M. Nixon,This kind of plan would threaten the quality of care provided by our whole health care system.
1974.0,1/30/74,Richard M. Nixon,"The right way is one that builds on the strengths of the present system and one that does not destroy those strengths, one based on partnership, not paternalism."
1974.0,1/30/74,Richard M. Nixon,"Most important of all, let us keep this as the guiding principle of our health programs."
1974.0,1/30/74,Richard M. Nixon,"Government has a great role to play, but we must always make sure that our doctors will be working for their patients and not for the Federal Government."
1974.0,1/30/74,Richard M. Nixon,"and I recommended a sweeping set of proposals to revitalize State and local governments, to make them more responsive to the people they serve."
1974.0,1/30/74,Richard M. Nixon,"I can report to you today that as a result of revenue sharing passed by the Congress, and other measures, we have made progress toward that goal."
1974.0,1/30/74,Richard M. Nixon,"After 40 years of moving power from the States and the communities to Washington, D.C., we have begun moving power back from Washington to the States and communities and, most important, to the people of America."
1974.0,1/30/74,Richard M. Nixon,"In this session of the Congress, I believe we are near the breakthrough point on efforts which I have suggested, proposals to let people themselves make their own decisions for their own communities and, in particular, on those to provide broad new flexibility in Federal aid for community development, for economic development, for education."
1974.0,1/30/74,Richard M. Nixon,"And I look forward to working with the Congress, with members of both parties in resolving whatever remaining differences we have in this legislation so that we can make available nearly $5 1/2 billion to our States and localities to use not for what a Federal bureaucrat may want, but for what their own people in those communities want."
1974.0,1/30/74,Richard M. Nixon,The decision should be theirs.
1974.0,1/30/74,Richard M. Nixon,"I think all of us recognize that the energy crisis has given new urgency to the need to improve public transportation, not only in our cities but in rural areas as well."
1974.0,1/30/74,Richard M. Nixon,The program I have proposed this year will give communities not only more money but also more freedom to balance their own transportation needs.
1974.0,1/30/74,Richard M. Nixon,It will mark the strongest Federal commitment ever to the improvement of mass transit as an essential element of the improvement of life in our towns and cities.
1974.0,1/30/74,Richard M. Nixon,One goal on which all Americans agree is that our children should have the very best education this great Nation can provide.
1974.0,1/30/74,Richard M. Nixon,"In a special message last week, I recommended a number of important new measures that can make 1974 a year of truly significant advances for our schools and for the children they serve."
1974.0,1/30/74,Richard M. Nixon,"If the Congress will act on these proposals, more flexible funding will enable each Federal dollar to meet better the particular need of each particular school district."
1974.0,1/30/74,Richard M. Nixon,"Advance funding will give school authorities a chance to make each year's plans, knowing ahead of time what Federal funds they are going to receive."
1974.0,1/30/74,Richard M. Nixon,Special targeting will give special help to the truly disadvantaged among our people.
1974.0,1/30/74,Richard M. Nixon,College students faced with rising costs for their education will be able to draw on an expanded program of loans and grants.
1974.0,1/30/74,Richard M. Nixon,"These advances are a needed investment in America's most precious resource, our next generation."
1974.0,1/30/74,Richard M. Nixon,And I urge the Congress to act on this legislation in 1974.
1974.0,1/30/74,Richard M. Nixon,One measure of a truly free society is the vigor with which it protects the liberties of its individual citizens.
1974.0,1/30/74,Richard M. Nixon,"As technology has advanced in America, it has increasingly encroached on one of those liberties--what I term the right of personal privacy."
1974.0,1/30/74,Richard M. Nixon,"Modern information systems, data banks, credit records, mailing list abuses, electronic snooping, the collection of personal data for one purpose that may be used for another--all these have left millions of Americans deeply concerned by the privacy they cherish."
1974.0,1/30/74,Richard M. Nixon,"And the time has come, therefore, for a major initiative to define the nature and extent of the basic rights of privacy and to erect new safeguards to ensure that those rights are respected."
1974.0,1/30/74,Richard M. Nixon,"I shall launch such an effort this year at the highest levels of the Administration, and I look forward again to working with this Congress in establishing a new set of standards that respect the legitimate needs of society, but that also recognize personal privacy as a cardinal principle of American liberty."
1974.0,1/30/74,Richard M. Nixon,"a monstrous, consuming outrage--an outrage against the community, against the taxpayer, and particularly against the children that it is supposed to help."
1974.0,1/30/74,Richard M. Nixon,That system is still an outrage.
1974.0,1/30/74,Richard M. Nixon,"By improving its administration, we have been able to reduce some of the abuses."
1974.0,1/30/74,Richard M. Nixon,"As a result, last year, for the first time in 18 years, there has been a halt in the growth of the welfare caseload."
1974.0,1/30/74,Richard M. Nixon,"But as a system, our welfare program still needs reform as urgently today as it did when I first proposed in 1969 that we completely replace it with a different system."
