year,date,speaker,text
1946.0,1/21/46,Harry S. Truman,"II. THE FEDERAL PROGRAM INTERNATIONAL AFFAIRS / 3. OCCUPIED COUNTRIES: The major tasks of our Military Establishment in Europe following VE-day, and in the Pacific since the surrender of Japan, have been those of occupation and military government."
1946.0,1/21/46,Harry S. Truman,In addition we have given much needed aid to the peoples of the liberated countries.
1946.0,1/21/46,Harry S. Truman,The end of the war in Europe found Germany in a chaotic condition.
1946.0,1/21/46,Harry S. Truman,"Organized government had ceased to exist, transportation systems had been wrecked, cities and industrial facilities had been bombed into ruins."
1946.0,1/21/46,Harry S. Truman,In addition to the tasks of occupation we had to assume all of the functions of government.
1946.0,1/21/46,Harry S. Truman,Great progress has been made in the repatriation of displaced persons and of prisoners of war.
1946.0,1/21/46,Harry S. Truman,"Of the total of 3,500,000 displaced persons found in the United States zone only 460,000 now remain."
1946.0,1/21/46,Harry S. Truman,The extensive complications involved by the requirement of dealing with three other governments engaged in occupation and with the governments of liberated countries require intensive work and energetic cooperation.
1946.0,1/21/46,Harry S. Truman,"The influx of some 2 million German refugees into our zone of occupation is a pressing problem, making exacting demands upon an already overstrained internal economy."
1946.0,1/21/46,Harry S. Truman,"Improvements in the European economy during 1945 have made it possible for our military authorities to relinquish to the governments of all liberated areas, or to the United Nations Relief and Rehabilitation Administration, the responsibility for the provision of food and other civilian relief supplies."
1946.0,1/21/46,Harry S. Truman,The Army's responsibilities in Europe extend now only to our zones of occupation in Germany and Austria and to two small areas in northern Italy.
1946.0,1/21/46,Harry S. Truman,"By contrast with Germany, in Japan we have occupied a Country still possessing an organized and Operating governmental system."
1946.0,1/21/46,Harry S. Truman,"Although severely damaged, the Japanese industrial and transportation systems have been able to insure at least a survival existence for the population."
1946.0,1/21/46,Harry S. Truman,The repatriation of Japanese military and civilian personnel from overseas is proceeding as rapidly as shipping and other means permit.
1946.0,1/21/46,Harry S. Truman,"In order to insure that neither Germany nor Japan will again be in a position to wage aggressive warfare, the armament making potential of these countries is being dismantled and fundamental changes in their social and political structures are being effected."
1946.0,1/21/46,Harry S. Truman,Democratic systems are being fostered to the end that the voice of the common man may be heard in the councils of his government.
1946.0,1/21/46,Harry S. Truman,For the first time in history the legal culpability of war makers is being determined.
1946.0,1/21/46,Harry S. Truman,The trials now in progress in Nurnberg- those soon to begin in Tokyo- bring before the bar of international justice those individuals who are charged with the responsibility for the sufferings of the past six years.
1946.0,1/21/46,Harry S. Truman,"We have high hope that this public portrayal of the guilt of these evildoers will bring wholesale and permanent revulsion on the part of the masses of our former enemies against war, militarism, aggression, and notions of race superiority."
1946.0,1/21/46,Harry S. Truman,II. THE FEDERAL PROGRAM INTERNATIONAL AFFAIRS / 4. DEMOBILIZATION OF OUR ARMED FORCES: The cessation of active campaigning does not mean that we can completely disband our fighting forces.
1946.0,1/21/46,Harry S. Truman,"For their sake and for the sake of their loved ones at home, I wish that we could."
1946.0,1/21/46,Harry S. Truman,"But we still have the task of clinching the victories we have won- making certain that Germany and Japan can never again wage aggressive warfare, that they will not again have the means to bring on another world war."
1946.0,1/21/46,Harry S. Truman,"The performance of that task requires that, together with our allies, we occupy the hostile areas, complete the disarmament of our enemies, and take the necessary measures to see to it that they do not rearm."
1946.0,1/21/46,Harry S. Truman,"As quickly as possible, we are bringing about the reduction of our armed services to the size required for these tasks of occupation and disarmament."
1946.0,1/21/46,Harry S. Truman,The Army and the Navy are following both length-of-service and point systems as far as possible in releasing men and women from the service.
1946.0,1/21/46,Harry S. Truman,"The points are based chiefly on length and character of service, and on the existence of dependents."
1946.0,1/21/46,Harry S. Truman,Over 5 million from the Army have already passed through the separation centers.
1946.0,1/21/46,Harry S. Truman,"The Navy, including the Marine Corps and the Coast Guard, has discharged over one and a half million."
1946.0,1/21/46,Harry S. Truman,"Of the 12 million men and women serving in the Army and Navy at the time of the surrender of Germany, one-half have already been released."
1946.0,1/21/46,Harry S. Truman,The greater part of these had to be brought back to this country from distant parts of the world.
1946.0,1/21/46,Harry S. Truman,Of course there are cases of individual hardship in retention of personnel in the service.
1946.0,1/21/46,Harry S. Truman,There will be in the future.
1946.0,1/21/46,Harry S. Truman,No system of such size can operate to perfection.
1946.0,1/21/46,Harry S. Truman,"But the systems are founded on fairness and justice, and they are working at full speed."
1946.0,1/21/46,Harry S. Truman,"We shall try to avoid mistakes, injustices, and hardship as far as humanly possible."
